Masks work. Period. Despite Republican’s efforts to convince the American public otherwise science has proven that wearing masks WILL help reduce the spread of #COVID19. I’m proud to join @RepAdamSchiff’s legislation to provide masks to those who need them. #MasksWorkAct,2020-8-12 14:56:56,Twitter Web App,68,251,covid; ,,,,
You can’t fight #COVID19 without testing and tracing. Trump has refused to develop and implement a national strategy and his #FailuretoLead is costing lives. This is a national crisis that requires a national strategy. @COVIDOversight.,2020-8-11 20:00:01,TweetDeck,47,106,covid; ,,,,
NYC is suffering from both COVID-19 and loss of electricity due to #TropicalStormIsaias. @ConEdison's failure to serve their customers &amp; leave them in the dark is devastating. They must begin work immediately to restore power now.  https://t.co/x6uGp5RbCu,2020-8-11 15:00:00,TweetDeck,2,3,covid; ,,,,
NYC: we’ve come this far by listening to the science and following the advice of experts. It is crucial that as we enter the fall we continue to listen to health officials while combatting the #COVID19 crisis. https://t.co/f1vyaQoIPL,2020-8-11 14:21:38,TweetDeck,20,50,covid; ,,,,
COVID-19 frontline healthcare workers are nat'l heroes &amp; should never have to use a garden hose as a replacement for ventilators.    In the event of a future pandemic our strategic national stockpile must be ready to aid states in need.   https://t.co/fBdr7Ga1Ii,2020-8-10 20:30:00,TweetDeck,8,11,covid; ,,,,
The 'structural changes' that @USPS are implementing pose serious threats to the lives of all Americans. Ahead of the November election &amp; in the midst of the #COVID19 crisis I am committed to #SaveUSPS.   https://t.co/jPkfOO1KKe,2020-8-10 16:30:00,TweetDeck,297,613,covid; ,,,,
No one should have to worry about keeping a roof over their head during this #COVID19 crisis. We need the #HeroesActNow to provide relief to renters.  https://t.co/xaAlyHudfy,2020-8-8 20:00:00,TweetDeck,12,17,covid; ,,,,
The #COVID19 crisis has exacerbated health disparities and further exposed inequalities in our healthcare system. No expectant mother should ever receive a lower standard of healthcare based on the color of their skin. https://t.co/aDMJ51gIDi,2020-8-7 20:01:00,TweetDeck,6,7,covid; ,,,,
At the beginning of the #COVID19 crisis I called for free vaccinations &amp; throughout my time in Congress have voted to fund universal vaccination programs.  Thanks to people like @bradhoylman we will hopefully have a vaccine soon. https://t.co/ffcdQIMfgo,2020-8-7 18:40:48,TweetDeck,3,9,covid; ,,,,
ATTN NYers: NYC is implementing #COVID19 checkpoints around the city. If you are traveling to NY from one of the places listed on the Travel Advisory you are required to complete a 14 day quarantine.  More info here: https://t.co/cPCFXDlq1H,2020-8-6 23:10:00,TweetDeck,20,21,covid; ,,,,
New York’s work to #stopthespread is paying off. Please continue to wear a mask social distance and BE SMART. We are #NYSTRONG! https://t.co/Djr6Cy9tC2,2020-8-6 22:10:00,TweetDeck,29,80,social distance; ,,,,
.@SenWarren @RepKatiePorter and I want to know what our nation's largest behavioral health and addiction treatment providers are doing to keep their clients safe from #COVID19.  More here: https://t.co/xO3oibug2j,2020-8-6 20:20:00,TweetDeck,3,11,covid; ,,,,
The @SenateGOP has turned their backs on millions of suffering Americans who are facing evictions in the midst of #COVID19. We must pass @RepMaxineWaters’ emergency housing bill which creates a $100 billion rental assistance fund and extends the eviction moratorium.,2020-8-6 17:09:00,TweetDeck,44,72,covid; ,,,,
Yesterday I chaired an @OversightDems hearing on the #ClimateCrisis. Handling the #COVID19 crisis does not negate Congress’s responsibility to tackle #ClimateChange.  Read more about the new report @DukeU released ahead of the hearing: https://t.co/TuINOABiuw,2020-8-6 12:51:44,Twitter for iPad,21,53,covid; ,,,,
As @OversightDems Chairwoman I intend to make sure that the new @USPS Postmaster General is acting in good faith for the millions of Americans across the country who rely on the service during #COVID19 - including in the upcoming election.…,2020-8-4 22:00:38,Hootsuite Inc.,86,292,covid; ,,,,
Gig workers keep NY going &amp; I applaud NYS for not only recognizing this but for also protecting their rights &amp; access to funds during #COVID19.  To provide the federal relief these workers deserve @senateGOP needs to pass the #HeroesActNow.…,2020-8-4 19:00:33,Hootsuite Inc.,5,12,covid; ,,,,
The #COVID19 crisis does not stop #gunviolence as we’ve seen in our own city.  One national health crisis doesnt cancel out another.   @SenateGOP - what’s it going to take for you to act to #EndGunViolence and stand up to the NRA?…,2020-8-4 17:30:08,Hootsuite Inc.,7,9,covid; ,,,,
#TropicalStormIsais is supposed to make landfall in NY today.  Like we’ve learned w #COVID19 when it comes to a crisis: stay safe stay indoors &amp; listen to the experts.,2020-8-4 16:55:10,Hootsuite Inc.,4,10,covid; ,,,,
If Trump won’t listen to the moral argument - that #COVID shutdowns will save lives - maybe he’ll listen to the economic one? https://t.co/AgXP5lP6Hg,2020-8-3 23:00:30,Hootsuite Inc.,10,22,covid; ,,,,
New York State has led the country in #COVID19 response and I am proud to see that we have broken a testing record. The experts all agree: mass testing is one of the key steps to combatting COVID19. #NYSTRONG https://t.co/htJ0yU2TFy,2020-8-3 21:30:21,Hootsuite Inc.,5,16,covid; ,,,,
��BREAKING: I’ll be chairing an @OversightDems hearing with Postmaster General DeJoy on September 17 to examine recent changes to operations &amp; standards and the need for on-time mail delivery during the ongoing #covid pandemic and the upcoming election. https://t.co/fgmbnSHUWQ,2020-8-3 20:12:58,Twitter for iPad,77,167,covid; ,,,,
Green spaces have always been a lifeline for NYers but especially now during #COVID19. After hearing concerns from @cb8m &amp; my constituents about a sinkhole along the East Side Esplanade I’m urging @NYCParks to conduct a full inspection into the esplanade's structural integrity. https://t.co/hLPUl2fjF5,2020-8-3 19:54:53,Twitter for iPhone,3,11,covid; ,,,,
#COVID has disproportionately hurt communities of color in large part due to long-existing disparities. As we me move forward with developing &amp; distributing a vaccine we need a national plan to make sure these communities are not left behind again. https://t.co/Lw6DCsMzQH,2020-8-3 19:34:49,Twitter for iPad,7,10,covid; ,,,,
As Chair of @OversightDems I’m working to make sure that the @USPS has the funds &amp; resources it needs to keep delivering lifesaving meds &amp; supplies during #COVID &amp; to ensure a safe secure and efficient election as millions vote from home in November. https://t.co/p5PlF4Spsd,2020-8-3 18:15:09,Hootsuite Inc.,347,1072,covid; ,,,,
Children of Restaurant Employees is offering assistance to restaurant workers and their kids who have fallen ill with COVID19.   To apply: https://t.co/UhV0SAGjdK,2020-8-3 17:40:03,Twitter for iPad,2,3,covid; ,,,,
NYS Covid Rent Relief Program provides eligible households w/ a one time rental subsidy that goes directly to the landlord. The deadline to apply is August 6 &amp; priority will be given to households with the greatest economic need.   To apply: https://t.co/nLlMtYb6Nw,2020-8-3 17:40:00,Twitter for iPad,0,0,covid; ,,,,
New Yorkers &amp; people across our nation are struggling financially due to #COVID19. Proud to have voted to pass the #HeroesAct &amp; I’m committed to delivering critical federal relief but it is important for all NYers to know what NYC and NYS resources are available.  THREAD ⬇,2020-8-3 17:39:58,Twitter for iPad,6,11,covid; ,,,,
ATTN New Yorkers: you now have another week to apply for NY State #COVID19 rent relief. If you have been financially impacted by #COVID19 and unable to pay your rent you may be eligible to receive funding. https://t.co/nLlMtXTvoW,2020-8-2 20:25:02,Hootsuite Inc.,25,23,covid; ,,,,
Again Trump ignores science. Again he puts us all at risk. We must listen to the experts like Dr. Fauci who testified at Friday’s @COVIDOversight hearing that testing will help us get out of this crisis. https://t.co/sUwzM44k4A,2020-8-1 15:41:06,Twitter for iPhone,24,41,covid; ,,,,
July 31 Update  Including: - Protecting the #2020Census from the Trump Admin’s illegal actions - Working to keep all Americans in their homes during &amp; after the #COVID crisis - Pushing the natl COVID taskforce to provide clear guidance for the Nov election https://t.co/vXj3LmSsFx,2020-8-1 0:23:31,Twitter for iPhone,10,25,covid; ,,,,
Systemic racism causes people of color &amp; other marginalized communities to not receive the mental health support they need.   We must push for culturally &amp; linguistically appropriate services especially during the #COVID19 crisis. Let's pass #HEAA2020! https://t.co/HnVFm40RHh,2020-7-31 21:25:23,Twitter Web App,5,8,covid; ,,,,
In the Trump Admin's #RushToReopen they sacrificed the lives + livelihoods of the American people.    Today we heard from @NIAIDnews Director Dr. Fauci @CDCDirector Dr. Redfield &amp; @HHS_ASH ADM Giroir on the need for a #NationalStrategy to contain #COVID19. https://t.co/kTtd7Rx4fp,2020-7-31 18:00:48,Twitter Web App,9,12,covid; ,,,,
The path forward is clear: we must continue to socially distance and follow measures designed to prevent the spread of #COVID19.   Our economy and the well being of our nation depends on us.  https://t.co/Wg4X8sbmae,2020-7-30 20:50:10,Twitter Web App,2,6,covid; ,,,,
Even before the #COVID19 pandemic millions struggled to access affordable child care options. Expanding access to child care has been a lifelong mission of mine &amp; I am proud to continue this fight. https://t.co/li2JiDp6z2,2020-7-30 0:10:19,Twitter for iPhone,2,7,covid; ,,,,
When I was on the @NYCCouncil child care was nonexistent so I introduced legislation that created incentives to add onsite daycare centers in offices.   Now with #COVID19 the need for quality affordable child care is more important than ever.  THREAD ⬇,2020-7-30 0:10:09,Twitter for iPhone,9,16,covid; ,,,,
Accurate #2020Census data is crucial to our nation's #COVID19 recovery. It determines the federal funding that is allotted to schools hospitals infrastructure and more.   We can't afford to lose even 1 cent due to inaccuracies made by a rushed process.  https://t.co/7t14OJAivh,2020-7-29 21:44:58,Twitter Web App,4,8,covid; ,,,,
.@MTA workers are on the frontlines of #COVID19 performing an essential service &amp; helping other essential workers commute.  They have been there for us we must be there for them and their families. Congress must pass my Pandemic Heroes Compensation Act. https://t.co/8j2OsULbuy,2020-7-28 19:30:51,Twitter Web App,6,5,covid; ,,,,
Our nation continues to shatter #COVID19 records millions of Americans are out of work and in desperate need of relief and thousands have lost their lives. But where was Trump this weekend? Out golfing. https://t.co/rssHV84jPv,2020-7-26 18:35:55,Twitter Web App,9,12,covid; ,,,,
In another brazen move @nytimes reported the President is forcing the Census Bureau to rush the #2020census and deliver data before the end of the year—even though his own Administration told Congress they needed a 4 month extension due to #COVID19.,2020-7-25 17:35:59,Twitter Web App,5,4,covid; ,,,,
July 24th Update  Including: - Why I voted no on NDAA - Working to include renter protections in the next COVID package - Oversight of the Trump Admin - New “Play Streets” in NYC https://t.co/NEQZ1F7X9Y,2020-7-24 21:46:45,Twitter Web App,2,6,covid; ,,,,
Despite what Trump may claim #COVID19 still poses a serious threat to the American people. We need a national plan not a President who tries to discredit experts and look away from the problem.  https://t.co/s9b9xzh42i,2020-7-24 18:10:14,Twitter Web App,4,6,covid; ,,,,
For ten weeks Republicans have blocked critical #COVID19 legislation in the Senate and told Americans who are losing lives and livelihoods to wait for relief.    We're done waiting.    We need a Senate vote on the #HeroesAct.,2020-7-24 17:35:06,Twitter Web App,55,112,covid; ,,,,
For months the President tried to dismiss the severity of #COVID19 &amp; continues to discredit public health experts.   How many Americans must die before Trump finally creates a national plan? https://t.co/1OaQynNdJH,2020-7-23 20:45:27,Twitter Web App,4,10,covid; ,,,,
1.4 million more Americans have filed for unemployment &amp; federal benefits are about to expire.   As former @FederalReserve Chairs told @COVIDOversight unemployment benefits MUST be extended or our economy will face dire consequences. https://t.co/S9yHHwzxou,2020-7-23 17:45:14,Twitter Web App,9,11,covid; ,,,,
With millions of cases nationwide we have ALL been personally victimized by #COVID19. Mask up &amp; stop the spread of this pandemic. #OnWednesdaysWeWearPink https://t.co/DlBKeqNJBz,2020-7-22 22:07:07,Twitter Web App,7,25,covid; ,,,,
Even before #COVID19 millions of Americans had to choose between a paycheck &amp; protecting their health. The pandemic has left no doubt we must pass universal paid sick and family leave.   It's not only the right thing to do it's the safe thing to do.  https://t.co/EudctuAY4X,2020-7-22 20:20:12,Twitter Web App,6,13,covid; ,,,,
Not only has Trump refused to create a national plan to address the magnitude of the #coronavirus crisis he is also trying to discredit Dr. Fauci &amp; continue his war on science. It's despicable and places the American people in jeopardy. https://t.co/8XBzVzY0Sx,2020-7-19 15:56:54,Twitter for iPhone,33,54,corona; ,,,,
July 17 Update  Including: - NYC Phase 4 starts July 20 - Demanding change &amp; better living conditions for NYCHA residents - @OversightDems hearing on #CyberSecurity - Oversight briefing on COVID vaccine safety - @COVIDOversight hearing on economic recovery https://t.co/EIeZK6HG6l,2020-7-18 14:30:40,Twitter for iPhone,12,8,covid; ,,,,
This is a grim milestone in a disturbing trend. Our nation continues to shatter daily records for new #coronavirus cases because the Trump Admin has failed to develop a national strategy.   We need leadership not a President who looks the other way. https://t.co/HADEjnXpVx,2020-7-17 18:45:10,Twitter Web App,7,11,corona; ,,,,
WATCH: Today at 12:30pm former @FederalReserve Chairs @BenBernanke &amp; Janet Yellen will join @COVIDOversight to discuss why Congress urgently needs to provide more aid to states &amp; localities.  https://t.co/i8n5Q10bhr,2020-7-17 16:30:43,Twitter Web App,6,5,covid; ,,,,
Even as #COVID19 infection rates soar the Trump Admin has finalized an attack on the National Environmental Policy Act. This puts our most vulnerable communities at even greater risk during an already serious #PublicHealth emergency. Unacceptable.  https://t.co/cKo84yBncN,2020-7-16 17:28:27,Twitter Web App,7,13,covid; ,,,,
Starting tomorrow renters in New York who have been impacted by the #coronavirus pandemic can apply for the COVID Rental Assistance Program.    More information on the program and eligibility here ⤵️ https://t.co/fbsPes0xKN,2020-7-15 22:05:05,Hootsuite Inc.,14,24,covid; corona; ,,,,
My @COVIDOversight colleagues &amp; I are investigating Trump Admin contracts to procure PPE and other critical supplies as well as the steps the Admin is taking to address ongoing supply shortages during the #coronavirus outbreak.   https://t.co/09oT1LrzoB,2020-7-15 21:30:20,Twitter Web App,9,21,covid; corona; ,,,,
#COVID19 has killed more people in Queens than in any other county in New York. I'm so proud of &amp; eternally grateful for the local leaders essential workers and volunteers who are helping our community throughout this crisis.    #NewYorkStrong  https://t.co/bOF6uv9z07,2020-7-13 21:10:06,Twitter Web App,10,19,covid; ,,,,
Even as #COVID19 infection rates soar Trump is focused on trying to discredit our nation's top infectious disease expert.   It’s yet another attempt for Trump to point fingers &amp; deflect blame rather than be held accountable for his failure.   #TrustFauci https://t.co/LriEwb32ix,2020-7-13 16:10:17,Twitter for iPhone,7,15,covid; ,,,,
For the first time since early March NYC reported zero #COVID19 deaths on Saturday.    New Yorkers are in this fight together. Keep wearing masks. Keep social distancing.   Let's continue to show the rest of our nation what it means to be #NewYorkStrong. https://t.co/dJc7dCaWvo,2020-7-13 14:40:14,Twitter Web App,28,117,covid; ,,,,
Voting by mail is a critical component to protecting public health and our democracy during #COVID19.    Unfortunately there have been many false attacks on vote-by-mail systems. Let me tell you the facts.   THREAD ⬇️,2020-7-12 14:16:33,Twitter Web App,24,45,covid; ,,,,
July 10th Update  Including: - #COVID19 info for NYC - My new bill to make sure the US is prepared for any future pandemic w/ an adequate #PPE stockpile - Fighting for #JusticeForVanessaGuillen  - Mazars #SCOTUS case https://t.co/TG7cE3znwK,2020-7-10 23:43:48,Twitter for iPhone,4,7,covid; ,,,,
Healthcare workers across the country have described PPE shortages during #COVID19 as like being “at war with no ammo.” It’s unacceptable.   Congress must pass my Made in America: Preparation for a Pandemic Act to ensure we’re never in this situation again.https://t.co/yfr2exc3Zg,2020-7-10 17:15:15,Hootsuite Inc.,38,65,covid; ,,,,
Today I called on the @MTA to implement express bus service from North Brooklyn to Manhattan.  My constituents &amp; all North Brooklyn residents would benefit from a permanent express bus line especially during #COVID19 to ease overcrowding on the L train. https://t.co/IkffPDfFIk,2020-7-9 21:40:04,Twitter Web App,4,7,covid; ,,,,
Severe PPE shortages remain a critical challenge in fighting the #coronavirus pandemic &amp; the need to pass my Made in America: Preparation for a Pandemic Act could not be more urgent.   Our nation must never be placed in such a desperate position again. https://t.co/YcwVQ1XSvP,2020-7-9 20:35:05,Twitter Web App,30,45,corona; ,,,,
In response to catastrophic shortages of PPE in the US since the #coronavirus outbreak today I joined members of the NYC fashion industry to introduce the Made in America: Preparation for a Pandemic Act.   WATCH: https://t.co/TesGUQUax6,2020-7-8 23:30:04,Twitter for iPhone,10,17,corona; ,,,,
FEMA’s Supply Chain Stabilization Task Force projected a shortage of approximately 100 million gowns and 40 million N95 respirators this month.    More than 400 healthcare workers have died from coronavirus and shortages of PPE have played a significant role in this crisis.,2020-7-8 20:15:21,Twitter Web App,1,4,corona; ,,,,
PPE shortages remain a critical challenge in fighting the #coronavirus pandemic.    The need for the Made in America: Preparation for a Pandemic Act could not be more urgent.,2020-7-8 20:15:20,Twitter Web App,1,5,corona; ,,,,
Last week I released an investigation memo documenting severe shortages of PPE &amp; critical medical equipment.  These shortages continue even as #COVID19 cases re-surge &amp; sadly the Trump Admin has no coherent national strategy to address these deficiencies. https://t.co/NzumoYmdJm,2020-7-7 18:34:57,Twitter Web App,258,359,covid; ,,,,
#COVID19 has caused extreme economic devastation. To make matters worse many businesses have been denied insurance claims.  That’s why I introduced the Pandemic Risk Insurance Act to provide a federal backstop for insurance that includes pandemic coverage.https://t.co/Kv7ph7IGKD,2020-7-6 21:15:14,Twitter for iPhone,8,18,covid; ,,,,
This decision is cruel and completely unnecessary.   The Trump Administration is yet again trying to find any possible way to exploit the circumstances surrounding the #COVID19 pandemic to further its anti-immigrant agenda. It is absolutely shameful. https://t.co/6RCTyiJpBr,2020-7-6 20:11:07,Twitter Web App,89,136,covid; ,,,,
Like so many others I was following the progression of Nick's condition and I am so saddened to hear of his death.  My heart is with Nick’s loved ones and fans who are mourning this loss. In his memory please remember to wear a mask &amp; do your part to stop the spread of #COVID19 https://t.co/27aiMl2tlh,2020-7-6 18:17:02,Twitter Web App,3,15,covid; ,,,,
"Without evidence Trump claimed this weekend that 99% of #COVID19 cases ""are totally harmless.""  We need leaders who will take this pandemic seriously &amp; work to protect the American people. Trump is more committed to downplaying the problem than he is to solving it. Unacceptable.",2020-7-6 17:07:33,Twitter Web App,17,40,covid; ,,,,
The memo I submitted during yesterday's @COVIDOversight hearing shows that there are still severe shortages of PPE &amp; critical medical equipment.  The Trump Admin has been dangerously slow to respond &amp; has no coherent strategy to address these deficiencies. https://t.co/azmgNDcONx,2020-7-3 16:35:07,Hootsuite Inc.,3,10,covid; ,,,,
#COVID has made clear that the federal govt must do more to protect residents of assisted living facilities. Today @SenWarren @SenMarkey &amp; I released findings from our investigation &amp; intro’d the Assisted Living Facility #Coronavirus Reporting Act. https://t.co/xFhj6Ggw0G,2020-7-2 19:01:08,Hootsuite Inc.,174,539,covid; corona; ,,,,
The US has had more cases &amp; more deaths from #COVID19 than any nation &amp; the Trump Admin still doesnt have a coherent national strategy to address PPE need. Today I released an @OversightDems memo examining the Admin’s failure to provide #ForThePeople…,2020-7-2 15:45:17,Hootsuite Inc.,5,10,covid; ,,,,
Proud to join @RepBarragan in urging House leadership to support a transformational green stimulus investment in upcoming #COVID19 relief packages.   We must combat the jobs and climate crises that are grappling our nation &amp; invest in a green future. https://t.co/fxxuWSYMYq,2020-7-1 17:05:09,Twitter Web App,2,5,covid; ,,,,
Countless women were placed in Imani's situation when their states used #COVID19 to push an anti-abortion agenda.    Our nation must make it abundantly clear: access to reproductive care is a fundamental right that shouldn't be subject to partisan games.  https://t.co/RlNUu8dAf3,2020-6-30 21:10:06,Twitter Web App,4,10,covid; ,,,,
Despite consensus from health experts the White House is blaming the high rate of #COVID19 cases on an increase in testing.   This is a pathetic attempt for the Trump Admin to shift attention away from their failures even at the expense of American lives.https://t.co/fJcLu5Nb0b,2020-6-29 19:50:11,Twitter Web App,7,15,covid; ,,,,
The heightened cyber-attacks we’ve witnessed in response to the #COVID19 pandemic demonstrate the urgent need for a national leader on the issue.    We must ensure our nation’s cybersecurity strategy is prioritized and is as effective as possible.  https://t.co/StpTxxGEki,2020-6-26 21:05:52,Twitter Web App,3,9,covid; ,,,,
The #COVID19 pandemic hasn’t stopped @LGBTCenterNYC from offering virtual support and incredible services to the LGBTQ+ community.   I thank them for always being a beacon for equality justice and acceptance in NYC! https://t.co/4rsI9fsLfr,2020-6-24 20:15:15,Twitter for iPhone,7,10,covid; ,,,,
Strategic errors &amp; the total failure of leadership from the Trump Administration have impaired our nation’s response to #COVID19.   As this graph shows it didn’t have to be this way. https://t.co/7bpbrFZTDr,2020-6-22 18:30:32,Hootsuite Inc.,5,10,covid; ,,,,
While #COVID19 may have changed the way we are celebrating today no matter how close or how far let us thank incredible fathers for all that they do.   Happy Father’s Day! https://t.co/dyLDBuQzEf,2020-6-21 14:45:09,Twitter for iPhone,3,5,covid; ,,,,
These NYC unemployment numbers are incredibly troubling. So many New Yorkers are suffering financially due to #COVID19 and need relief.   The Senate must swiftly vote on the #HeroesAct so we can deliver critical federal assistance to our communities. https://t.co/zN83ZzL79v,2020-6-20 21:05:06,Twitter for iPhone,8,20,covid; ,,,,
Today @COVIDOversight held a hearing to discuss the magnitude of the #COVID19 unemployment crisis &amp; its impact on minority communities.    WATCH the full hearing here: https://t.co/JaLRWgPBeF,2020-6-18 21:56:54,Twitter Web App,4,14,covid; ,,,,
June 18th #NY12 #Coronavirus Update  Including: - Demanding @SBAgov comply with requests from the independent &amp; nonpartisan @USGAO for interviews docs &amp; data on #COVID19 response  - Today’s @COVIDOversight hearing on the #COVID19 unemployment crisis https://t.co/1XMzJDFjSQ,2020-6-18 18:21:29,Twitter for iPhone,2,5,covid; corona; ,,,,
TY to all of the @USPS employees who are working tirelessly to help our nation during #COVID19.    I’ll never stop fighting to secure the funding we need to #SaveThePostOffice.  https://t.co/7cdAc1Uxbc,2020-6-16 20:55:16,Twitter Web App,9,24,covid; ,,,,
Mothers. Fathers. Siblings. Grandparents. Aunts. Uncles. Cousins. Friends. Neighbors. Colleagues. Doctors. Nurses. Bus Drivers. Cashiers.   These are some of the over 100000 lives lost to #COVID19. They must never be forgotten.  https://t.co/vy0tWIgsKY,2020-6-16 20:02:23,Twitter Web App,30,67,covid; ,,,,
June 16th #NY12 #Coronavirus Update  Including: - TODAY is the last day to request a vote-by-mail ballot for June 23 primary under new rules for COVID-19 safety - Working to make sure IGs can conduct oversight of the Trump Administration https://t.co/sF7svBv8F2,2020-6-16 15:54:48,Twitter Web App,11,17,covid; corona; ,,,,
June 13th #NY12 #Coronavirus Update  Including: - Fighting the Trump Admin’s discriminatory rule that overturns key health programs &amp; nondiscrimination protections established by the ACA. - Thursday's @COVIDOversight briefing on nursing homes https://t.co/sQuKu0mM3e,2020-6-13 16:50:26,Twitter for iPhone,3,10,covid; corona; ,,,,
I’m pleased to report that my COVID-19 test results were negative that I am feeling better and intend to resume a full schedule fighting #ForThePeople starting Monday.,2020-6-13 14:42:16,Twitter for iPad,17,231,covid; ,,,,
June 11th #NY12 #Coronavirus Update  Including: - Yesterday’s @OversightDems hearing on the Pandemic Heroes Compensation Act &amp; how it would help essential workers and their families.  - Today’s @COVIDOversight briefing on nursing home residents &amp; workers.  https://t.co/yud02JFoQ9,2020-6-11 20:00:08,Twitter for iPhone,3,6,covid; corona; ,,,,
#COVID19 testing is free and available to all New Yorkers. I encourage everyone experiencing symptoms to get tested at one of the many locations across the City.   For more info and testing locations visit: https://t.co/Tj3wEJYXNt,2020-6-10 23:17:17,Twitter for iPhone,4,7,covid; ,,,,
June 9th #NY12 #Coronavirus Update  Including: - Tomorrow’s @OversightDems hearing on the health &amp; economic burdens impacting essential workers &amp; their loved ones  - Phase One of reopening in NYC - Prioritized testing for protesters https://t.co/AbG2tBxNEB,2020-6-9 18:36:11,Twitter Web App,5,8,corona; ,,,,
Over the past 24 hours I have found myself feeling unwell. Out of an abundance of caution and after consultation with medical professionals today I was given a COVID test &amp; am self quarantining as I await the results.,2020-6-8 21:16:33,Twitter for iPhone,66,404,covid; ,,,,
There are many Black-owned businesses in NYC but are large number are struggling financially due to #COVID19.   As NYC starts phase one of reopening we can all do our part to help combat this problem by visiting and supporting Black-owned businesses.  https://t.co/alCJdbn0pD,2020-6-8 18:55:02,Twitter Web App,6,11,covid; ,,,,
REMINDER: Tonight I'm hosting a #COVID19 Telephone Town Hall at 6pm! I’ll be joined by @EdLaborCmte Chairman @BobbyScott @WeillCornell Pulmonologist Dr. Michael Niederman and election rights expert Nicole Miglior  Register here by 3PM to participate: https://t.co/rdzgjMKLQ5 https://t.co/VsEzBF4YRF,2020-6-7 14:45:57,Twitter for iPhone,7,8,covid; ,,,,
Tomorrow at 6PM I'm hosting a #COVID19 Telephone Town Hall with special guests @BobbyScott of the @EdLaborCmte @WeillCornell Pulmonologist Dr. Michael Niederman and election rights expert Nicole Miglior.  You won’t want to miss it!   Register here: https://t.co/rdzgjMKLQ5 https://t.co/DvWMpSFyz2,2020-6-6 20:30:39,Twitter for iPhone,7,6,covid; ,,,,
June 6th #NY12 #Coronavirus Update  Including: - How to register for my #COVID19 Telephone Townhall happening tomorrow at 6PM - Thursday’s @COVIDOversight briefing on the disparate impact of #CoronavirusCrisis on minority communities  https://t.co/mxwumelgeL,2020-6-6 18:30:28,Twitter for iPhone,3,7,covid; corona; ,,,,
Have #COVID19 questions? Want to know the latest #NY12 &amp; federal updates about unemployment the road to recovery and how to vote during the pandemic?   Then please join my #COVID19 Telephone Town Hall Sunday at 6PM!  Register here to participate: https://t.co/rdzgjMKLQ5 https://t.co/JL1MCXE5Wn,2020-6-5 22:30:39,Twitter for iPhone,3,2,covid; ,,,,
Yesterday and for the first time since March 11th there were no new NYC confirmed #COVID19 deaths.   We’re moving towards recovery &amp; we could not have reached this milestone without our #HealthcareHeroes.   Thank you for your tireless work &amp; for continuing your service to NYC. https://t.co/v1RPganVYW,2020-6-5 21:41:47,Twitter for iPhone,10,48,covid; ,,,,
This Sunday I will be hosting a #NY12 #COVID19 Telephone Town Hall at 6pm! I'll be joined by @EdLaborCmte Chair @BobbyScott Dr. Michael Niederman and election rights expert Nicole Miglior to answer your questions!   To participate please register here: https://t.co/rdzgjMKLQ5 https://t.co/vpTJsa1HPF,2020-6-4 23:30:15,Twitter for iPhone,8,13,covid; ,,,,
Trump’s response to the #COVID19 crisis has made a bad problem much worse.    Nearly 43 million Americans unemployed. Over 100000 dead.    We need leadership we need action and we need a Senate vote on the #HeroesAct.  https://t.co/BPEOXYG2ad,2020-6-4 19:26:14,Twitter Web App,8,21,covid; ,,,,
June 4th #NY12 #Coronavirus Update  Including: - Seeking info from @HHS about contracts with private companies for research &amp; development of a #COVID19 vaccine - Today’s @COVIDOversight briefing on the disparate impact of #COVID19 on communities of color https://t.co/QlVoOKNODD,2020-6-4 18:04:37,Twitter Web App,3,6,covid; corona; ,,,,
Racism is a public health crisis and we must combat it. Tune into today’s @COVIDOversight briefing at 12ET with public health experts about #COVID19 racial health disparities. https://t.co/HchJSrnKHG,2020-6-4 16:16:44,Twitter Web App,4,13,covid; ,,,,
"ATTENTION New Yorkers: Here are 3 easy ways you can find #COVID19 testing sites   Visit: https://t.co/Tj3wEJYXNt to find a site near you  Visit: https://t.co/GgYN5pHy22 and enter your address to see a list/ map of the nearest sites  Search: “COVID testing near me"" on Google Maps",2020-6-3 22:26:34,Twitter for iPhone,6,5,covid; ,,,,
Any New Yorker who wants to be tested for #COVID19 can now be tested.  I’m working hard to ensure that when a vaccine is developed it will be free and accessible to everyone.   Vaccines social distancing masks and testing WILL save lives.  https://t.co/SD0rllgjiu,2020-6-2 22:25:19,Twitter for iPhone,8,13,covid; ,,,,
June 2nd #NY12 #Coronavirus Update  Including:  - New resolution that underscores the need for blood donation policies that are grounded in science not #LGBTQ discrimination. - #COVID19 death benefits for families of state and local government employees  https://t.co/yDr6078rdY,2020-6-2 17:42:14,Twitter for iPhone,6,11,covid; corona; ,,,,
Doctors. Nurses. Bus Drivers. Cashiers. Mothers. Fathers. Siblings. Grandparents. Aunts. Uncles. Cousins. Friends. Neighbors. Colleagues.  These are the over 100000 lives lost to #COVID19. They will never be forgotten. #DayOfMourning #Lament100K,2020-6-1 15:57:57,Twitter Web App,6,15,covid; ,,,,
Powerful piece about plasma donation.   Thank you to all who have donated their antibody-rich plasma to New Yorkers fighting #COVID19. Donations have been used to treat at least 350 patients in the Mount Sinai system so far! https://t.co/5dpazyXlvj,2020-5-31 23:45:38,Twitter for iPhone,3,9,covid; ,,,,
