date,state.abb,state_incremental_cases,state_incremental_deaths
2020-05-18,WY,12,2
2020-05-19,AK,0,0
2020-05-19,AL,290,14.9
2020-05-19,AR,110,2
2020-05-19,AZ,396,18.1
2020-05-19,CA,2037.7,99.8
2020-05-19,CO,293,32
2020-05-19,CT,329,23
2020-05-19,DC,164,8
2020-05-19,DE,169,7
2020-05-19,FL,502.2,55.1
2020-05-19,GA,659.8,26
2020-05-19,GU,0,0
2020-05-19,HI,1,0
2020-05-19,IA,345,12
2020-05-19,ID,21,3
2020-05-19,IL,1519.8,141.9
2020-05-19,IN,505.1,58.9
2020-05-19,KS,49,3
2020-05-19,KY,164,15
2020-05-19,LA,329,18.099999999999998
2020-05-19,MA,897,76
2020-05-19,MD,1780.9,56
2020-05-19,ME,28,2
2020-05-19,MI,431,101
2020-05-19,MN,650.1,17.1
2020-05-19,MO,142.1,20
2020-05-19,MS,272,25.9
2020-05-19,MT,1,0
2020-05-19,NC,641,27.2
2020-05-19,ND,63,1
2020-05-19,NE,192,4
2020-05-19,NH,90,10
2020-05-19,NJ,1031,151.2
2020-05-19,NM,96,6
2020-05-19,NV,110.10000000000001,9
2020-05-19,NY,883,57
2020-05-19,OH,497.9,63.1
2020-05-19,OK,91,6
2020-05-19,OR,39,2
2020-05-19,PA,728,115
2020-05-19,PR,91,0
2020-05-19,RI,0,0
2020-05-19,SC,114,8
2020-05-19,SD,58,2
2020-05-19,TN,531,5
2020-05-19,TX,1292.3,42.9
2020-05-19,UT,149,6.9
2020-05-19,VA,1005,27.1
2020-05-19,VI,0,0
2020-05-19,VT,3,0
2020-05-19,WA,231.8,22
2020-05-19,WI,287.90000000000003,8
2020-05-19,WV,12,0
2020-05-19,WY,10,0
2020-05-20,AK,2,0
2020-05-20,AL,676.1,18
2020-05-20,AR,77.10000000000001,5
2020-05-20,AZ,331.1,43.2
2020-05-20,CA,2143.9,91.8
2020-05-20,CO,313,41.9
2020-05-20,CT,603.1,57
2020-05-20,DC,117,7
2020-05-20,DE,159,6
2020-05-20,FL,525.9,32.9
2020-05-20,GA,652.1,21.1
2020-05-20,GU,11,0
2020-05-20,HI,2,0
2020-05-20,IA,577,33
2020-05-20,ID,30,0
2020-05-20,IL,2415,147.9
2020-05-20,IN,583.9,40
2020-05-20,KS,173,4
2020-05-20,KY,131,12
2020-05-20,LA,278,27
2020-05-20,MA,1038.8,127.9
2020-05-20,MD,781,56
2020-05-20,ME,77,0
2020-05-20,MI,572.8,43.2
2020-05-20,MN,643.9,29
2020-05-20,MO,120,11.1
2020-05-20,MS,263,16.1
2020-05-20,MT,7,0
2020-05-20,NC,459,10
2020-05-20,ND,101,4
2020-05-20,NE,297,5
2020-05-20,NH,144,8
2020-05-20,NJ,1308.9,161
2020-05-20,NM,125,7
2020-05-20,NV,132,11
2020-05-20,NY,795.9,56.9
2020-05-20,OH,484.2,61.1
2020-05-20,OK,43,5
2020-05-20,OR,74.9,3.9000000000000004
2020-05-20,PA,746.9,125
2020-05-20,PR,81,0
2020-05-20,RI,1011,0
2020-05-20,SC,119,8
2020-05-20,SD,88,0
2020-05-20,TN,233,4
2020-05-20,TX,1289.1,37.9
2020-05-20,UT,187,1
2020-05-20,VA,762.9,33
2020-05-20,VI,0,0
2020-05-20,VT,-1,0
2020-05-20,WA,122,3
2020-05-20,WI,579,13.9
2020-05-20,WV,53,1
2020-05-20,WY,11,1
2020-05-21,AK,0,0
2020-05-21,AL,361.9,7
2020-05-21,AR,437,3
2020-05-21,AZ,418.09999999999997,16
2020-05-21,CA,2363.1,110.1
2020-05-21,CO,370.1,11
2020-05-21,CT,199,53.1
2020-05-21,DC,237,5
2020-05-21,DE,194,7
2020-05-21,FL,1202.1,59
2020-05-21,GA,775,75.9
2020-05-21,GU,0,0
2020-05-21,HI,4,0
2020-05-21,IA,295,14
2020-05-21,ID,28,0
2020-05-21,IL,2281.9,87.1
2020-05-21,IN,687.2,49.1
2020-05-21,KS,110,2
2020-05-21,KY,139,12
2020-05-21,LA,1182,20.9
2020-05-21,MA,1104,81.9
2020-05-21,MD,1204.8,45
2020-05-21,ME,57,0
2020-05-21,MI,415.09999999999997,68
2020-05-21,MN,528.1,32
2020-05-21,MO,132.2,27
2020-05-21,MS,255.1,10
2020-05-21,MT,1,0
2020-05-21,NC,712.9,13
2020-05-21,ND,134,2
2020-05-21,NE,306,3
2020-05-21,NH,66,9
2020-05-21,NJ,901.9,95.89999999999999
2020-05-21,NM,131,11
2020-05-21,NV,103,6
2020-05-21,NY,962.9,54.1
2020-05-21,OH,731,54.9
2020-05-21,OK,148,5
2020-05-21,OR,16,1
2020-05-21,PA,1100.9,92.89999999999999
2020-05-21,PR,57,0
2020-05-21,RI,218,0
2020-05-21,SC,204,9
2020-05-21,SD,0,1
2020-05-21,TN,438,7
2020-05-21,TX,1072.1,36.8
2020-05-21,UT,159,3
2020-05-21,VA,1228.9,25
2020-05-21,VI,0,0
2020-05-21,VT,8,0
2020-05-21,WA,169.9,9.1
2020-05-21,WI,393,6
2020-05-21,WV,36,2
2020-05-21,WY,14,1
2020-05-22,AK,2,0
2020-05-22,AL,256,11.9
2020-05-22,AR,161,3
2020-05-22,AZ,293,11.9
2020-05-22,CA,2312.9,66.1
2020-05-22,CO,292.9,13.9
2020-05-22,CT,438,55
2020-05-22,DC,105,6
2020-05-22,DE,136,5
2020-05-22,FL,774.1,46.2
2020-05-22,GA,733,32
2020-05-22,GU,0,0
2020-05-22,HI,-5,0
2020-05-22,IA,347,27
2020-05-22,ID,61,2
2020-05-22,IL,2715.2,106.1
2020-05-22,IN,492,28
2020-05-22,KS,297,1
2020-05-22,KY,213,5
2020-05-22,LA,421,40
2020-05-22,MA,813,80
2020-05-22,MD,895,48
2020-05-22,ME,71,2
2020-05-22,MI,357,29
2020-05-22,MN,819,33
2020-05-22,MO,112,9
2020-05-22,MS,401.9,16
2020-05-22,MT,0,0
2020-05-22,NC,726.9,20
2020-05-22,ND,88,1
2020-05-22,NE,195,5
2020-05-22,NH,77,5
2020-05-22,NJ,1150,142.1
2020-05-22,NM,177,8
2020-05-22,NV,127,3
2020-05-22,NY,887.1,61
2020-05-22,OH,627,35.8
2020-05-22,OK,169.1,3
2020-05-22,OR,47,2
2020-05-22,PA,1053,145
2020-05-22,PR,114,0
2020-05-22,RI,190,0
2020-05-22,SC,259.1,3
2020-05-22,SD,178,3
2020-05-22,TN,391,3
2020-05-22,TX,928,18.2
2020-05-22,UT,181,0
2020-05-22,VA,812.8,37
2020-05-22,VI,0,0
2020-05-22,VT,2,0
2020-05-22,WA,246,7
2020-05-22,WI,596.1,8.9
2020-05-22,WV,102,1
2020-05-22,WY,2,0
2020-05-23,AK,5,0
2020-05-23,AL,479,8
2020-05-23,AR,159,2
2020-05-23,AZ,432.1,24
2020-05-23,CA,2014.4,77.9
2020-05-23,CO,445,4
2020-05-23,CT,354.9,37.9
2020-05-23,DC,73,9
2020-05-23,DE,161,2
2020-05-23,FL,676,42.8
2020-05-23,GA,488,14.9
2020-05-23,GU,0,0
2020-05-23,HI,1,0
2020-05-23,IA,0,0
2020-05-23,ID,31,0
2020-05-23,IL,2390.2,76.9
2020-05-23,IN,509,23
2020-05-23,KS,51,0
2020-05-23,KY,124,1
2020-05-23,LA,116.1,14
2020-05-23,MA,750,76
2020-05-23,MD,1070.9,43.1
2020-05-23,ME,68,2
2020-05-23,MI,442.09999999999997,63
2020-05-23,MN,844.1999999999999,10
2020-05-23,MO,101,5
2020-05-23,MS,380.9,20
2020-05-23,MT,0,0
2020-05-23,NC,1070.1,9
2020-05-23,ND,48,0
2020-05-23,NE,238,1
2020-05-23,NH,77,4
2020-05-23,NJ,398,95.9
2020-05-23,NM,170,6
2020-05-23,NV,238,9
2020-05-23,NY,990.2,46
2020-05-23,OH,613,83.8
2020-05-23,OK,111,4
2020-05-23,OR,24,0
2020-05-23,PA,797,88.9
2020-05-23,PR,94,0
2020-05-23,RI,240,0
2020-05-23,SC,257.1,6
2020-05-23,SD,110,0
2020-05-23,TN,397,10
2020-05-23,TX,1082.1,23.7
2020-05-23,UT,197.9,4
2020-05-23,VA,799,23
2020-05-23,VI,0,0
2020-05-23,VT,2,0
2020-05-23,WA,214,1
2020-05-23,WI,427.9,11
2020-05-23,WV,24,0
2020-05-23,WY,10,0
2020-05-24,AK,0,0
2020-05-24,AL,329,2
2020-05-24,AR,145,1
2020-05-24,AZ,299,1.1
2020-05-24,CA,1928.1,22.1
2020-05-24,CO,210.9,4.9
2020-05-24,CT,451.1,20.1
2020-05-24,DC,144,5
2020-05-24,DE,115,2
2020-05-24,FL,739,4.1
2020-05-24,GA,605.8,4.8999999999999995
2020-05-24,GU,1,0
2020-05-24,HI,0,0
2020-05-24,IA,919,15
2020-05-24,ID,24,0
2020-05-24,IL,2441,67
2020-05-24,IN,476.9,12
2020-05-24,KS,16,0
2020-05-24,KY,30,0
2020-05-24,LA,128,0
2020-05-24,MA,1024,67.1
2020-05-24,MD,1314,26.8
2020-05-24,ME,41,1
2020-05-24,MI,546.9,3
2020-05-24,MN,724.9,17
2020-05-24,MO,159,4
2020-05-24,MS,247,9
2020-05-24,MT,0,0
2020-05-24,NC,500.1,8
2020-05-24,ND,53,1
2020-05-24,NE,155,3
2020-05-24,NH,61,1
2020-05-24,NJ,960.1,52
2020-05-24,NM,148,9
2020-05-24,NV,116.9,4
2020-05-24,NY,731.9,69.9
2020-05-24,OH,503.1,13
2020-05-24,OK,77,0
2020-05-24,OR,39,1
2020-05-24,PA,553.9,24
2020-05-24,PR,77,0
2020-05-24,RI,99,0
2020-05-24,SC,201,10.1
2020-05-24,SD,95,0
2020-05-24,TN,346,7
2020-05-24,TX,598.8,11.1
2020-05-24,UT,115,0
2020-05-24,VA,495,12
2020-05-24,VI,0,0
2020-05-24,VT,2,0
2020-05-24,WA,248.9,7.1
2020-05-24,WI,377,3
2020-05-24,WV,42,0
2020-05-24,WY,0,0
2020-05-25,AK,3,0
2020-05-25,AL,508.1,15
2020-05-25,AR,98,1
2020-05-25,AZ,222,5.1
2020-05-25,CA,2274.2,18.1
2020-05-25,CO,206.9,0.8999999999999999
2020-05-25,CT,391,48.9
2020-05-25,DC,115,8
2020-05-25,DE,158,6
2020-05-25,FL,878.9,15
2020-05-25,GA,788.1,20.9
2020-05-25,GU,0,0
2020-05-25,HI,0,0
2020-05-25,IA,193,4
2020-05-25,ID,14,0
2020-05-25,IL,1707.2,27.8
2020-05-25,IN,338,8
2020-05-25,KS,137,1
2020-05-25,KY,57,4
2020-05-25,LA,640.9,0
2020-05-25,MA,593.1,44
2020-05-25,MD,835,33.1
2020-05-25,ME,20,0
2020-05-25,MI,200.9,11.9
2020-05-25,MN,738.9,12
2020-05-25,MO,156.1,4
2020-05-25,MS,205.9,10
2020-05-25,MT,0,0
2020-05-25,NC,766,9
2020-05-25,ND,39,1
2020-05-25,NE,219,2
2020-05-25,NH,50,1
2020-05-25,NJ,1037.9,11.1
2020-05-25,NM,82,3
2020-05-25,NV,72.9,2
2020-05-25,NY,640.9,49.1
2020-05-25,OH,566,18
2020-05-25,OK,53,2
2020-05-25,OR,22.099999999999998,0
2020-05-25,PA,699.8,14
2020-05-25,PR,97,0
2020-05-25,RI,0,0
2020-05-25,SC,81.8,5
2020-05-25,SD,23,0
2020-05-25,TN,422,2
2020-05-25,TX,440,3
2020-05-25,UT,137,2
2020-05-25,VA,1483.1,37.1
2020-05-25,VI,0,0
2020-05-25,VT,6,0
2020-05-25,WA,276.1,7
2020-05-25,WI,284.1,4
2020-05-25,WV,11,1
2020-05-25,WY,30,0
2020-05-26,AK,4,0
2020-05-26,AL,664.1,13.9
2020-05-26,AR,136,2
2020-05-26,AZ,222,2
2020-05-26,CA,2907.1,50.9
2020-05-26,CO,297,19.1
2020-05-26,CT,396.90000000000003,25.9
2020-05-26,DC,109,0
2020-05-26,DE,98,4
2020-05-26,FL,509,7
2020-05-26,GA,1155.9,47
2020-05-26,GU,4,0
2020-05-26,HI,0,0
2020-05-26,IA,369,20
2020-05-26,ID,35,2
2020-05-26,IL,1238.1,48.1
2020-05-26,IN,367,20
2020-05-26,KS,80,3
2020-05-26,KY,276,4
2020-05-26,LA,336,36
2020-05-26,MA,436,57
2020-05-26,MD,535.8,29.7
2020-05-26,ME,35,1
2020-05-26,MI,216.1,26
2020-05-26,MN,652,18
2020-05-26,MO,120.2,4
2020-05-26,MS,273,17
2020-05-26,MT,0,1
2020-05-26,NC,191,9
2020-05-26,ND,-35,0
2020-05-26,NE,278,5
2020-05-26,NH,34,4
2020-05-26,NJ,689.1,47
2020-05-26,NM,105,5
2020-05-26,NV,100,0
2020-05-26,NY,502,47.9
2020-05-26,OH,528.8,14.8
2020-05-26,OK,47,5
2020-05-26,OR,19,0
2020-05-26,PA,516.8,16
2020-05-26,PR,61,0
2020-05-26,RI,0,0
2020-05-26,SC,238.1,6
2020-05-26,SD,67,0
2020-05-26,TN,427,5
2020-05-26,TX,1083,16.1
2020-05-26,UT,115,2.9000000000000004
2020-05-26,VA,1615,27.9
2020-05-26,VI,0,0
2020-05-26,VT,5,0
2020-05-26,WA,272.9,15
2020-05-26,WI,284,2.9
2020-05-26,WV,72,1
2020-05-26,WY,7,1
2020-05-27,AK,1,0
2020-05-27,AL,382.1,3
2020-05-27,AR,90,1
2020-05-27,AZ,479,24
2020-05-27,CA,1948.9,102
2020-05-27,CO,222,41
2020-05-27,CT,13.900000000000002,34
2020-05-27,DC,72,5
2020-05-27,DE,34,9
2020-05-27,FL,379.1,60
2020-05-27,GA,1065.1,37
2020-05-27,GU,1,0
2020-05-27,HI,1,0
2020-05-27,IA,452,16
2020-05-27,ID,32,1
2020-05-27,IL,1125.8,158.1
2020-05-27,IN,386,26.099999999999998
2020-05-27,KS,101,3
2020-05-27,KY,138,13
2020-05-27,LA,436.09999999999997,0
2020-05-27,MA,515.1,72.8
2020-05-27,MD,752,49.9
2020-05-27,ME,25,2
2020-05-27,MI,248.1,71
2020-05-27,MN,457.90000000000003,33.1
2020-05-27,MO,172.1,6
2020-05-27,MS,313,18
2020-05-27,MT,2,0
2020-05-27,NC,599.1,38
2020-05-27,ND,17,2
2020-05-27,NE,346,8
2020-05-27,NH,57,9
2020-05-27,NJ,774.9,148
2020-05-27,NM,122,4.1
2020-05-27,NV,91,6
2020-05-27,NY,461.9,49
2020-05-27,OH,432.8,41.9
2020-05-27,OK,92,4
2020-05-27,OR,72.9,0
2020-05-27,PA,773,115
2020-05-27,PR,68,0
2020-05-27,RI,310,227
2020-05-27,SC,207.1,20
2020-05-27,SD,54,4
2020-05-27,TN,389,10
2020-05-27,TX,1532.2,45.9
2020-05-27,UT,88,3.1
2020-05-27,VA,906.8,45
2020-05-27,VI,0,0
2020-05-27,VT,3,0
2020-05-27,WA,287.1,15
2020-05-27,WI,645,21.9
2020-05-27,WV,45,0
2020-05-27,WY,10,1
2020-05-28,AK,13,0
2020-05-28,AL,498.1,8
2020-05-28,AR,243,5
2020-05-28,AZ,501,25
2020-05-28,CA,2198.1,81.1
2020-05-28,CO,340.9,29
2020-05-28,CT,281,23.9
2020-05-28,DC,86,8
2020-05-28,DE,76,1
2020-05-28,FL,650.3,45
2020-05-28,GA,702.9,37.9
2020-05-28,GU,1,0
2020-05-28,HI,3,0
2020-05-28,IA,224,14
2020-05-28,ID,39,0
2020-05-28,IL,1516,107
2020-05-28,IN,643.1,38
2020-05-28,KS,60,2
2020-05-28,KY,196.9,4
2020-05-28,LA,214,38.1
2020-05-28,MA,666,92
2020-05-28,MD,1292.1,33.9
2020-05-28,ME,50,3
2020-05-28,MI,355.8,37
2020-05-28,MN,449.90000000000003,35
2020-05-28,MO,171.9,10
2020-05-28,MS,328,23
2020-05-28,MT,4,0
2020-05-28,NC,828.9,32
2020-05-28,ND,42,1
2020-05-28,NE,283.1,2
2020-05-28,NH,103,9
2020-05-28,NJ,1196.9,62.1
2020-05-28,NM,112,6.1
2020-05-28,NV,97,8
2020-05-28,NY,684.7,48
2020-05-28,OH,476.2,54
2020-05-28,OK,41,4
2020-05-28,OR,46,3.1
2020-05-28,PA,665.8,106.8
2020-05-28,PR,90,0
2020-05-28,RI,104,0
2020-05-28,SC,165,4
2020-05-28,SD,82,0
2020-05-28,TN,395,3
2020-05-28,TX,1715,20
2020-05-28,UT,243,2
2020-05-28,VA,1151.9,57.1
2020-05-28,VI,0,0
2020-05-28,VT,4,1
2020-05-28,WA,266,9.9
2020-05-28,WI,690,11
2020-05-28,WV,36,0
2020-05-28,WY,16,1
2020-05-29,AK,6,0
2020-05-29,AL,501.1,18.9
2020-05-29,AR,245,7
2020-05-29,AZ,702,29
2020-05-29,CA,2972.1,101.9
2020-05-29,CO,486,15.1
2020-05-29,CT,195,42
2020-05-29,DC,46,7
2020-05-29,DE,67,11
2020-05-29,FL,1215.2,49.1
2020-05-29,GA,819,11
2020-05-29,GU,0,0
2020-05-29,HI,2,0
2020-05-29,IA,348,15
2020-05-29,ID,34,0
2020-05-29,IL,1666.3,83.1
2020-05-29,IN,514,42.1
2020-05-29,KS,313,0
2020-05-29,KY,178,10
2020-05-29,LA,0,27
2020-05-29,MA,646.1,77.9
2020-05-29,MD,1297,51.9
2020-05-29,ME,38,1
2020-05-29,MI,479.1,32.9
2020-05-29,MN,612,29
2020-05-29,MO,122.1,25
2020-05-29,MS,418,17
2020-05-29,MT,8,0
2020-05-29,NC,1118.9,29.1
2020-05-29,ND,39,2
2020-05-29,NE,367,7
2020-05-29,NH,107,6
2020-05-29,NJ,1096.1,130
2020-05-29,NM,129,9
2020-05-29,NV,128,5
2020-05-29,NY,603.1,32
2020-05-29,OH,651,32.9
2020-05-29,OK,68,3
2020-05-29,OR,46,0
2020-05-29,PA,760.8,70
2020-05-29,PR,157,0
2020-05-29,RI,110,0
2020-05-29,SC,343,13
2020-05-29,SD,73,5
2020-05-29,TN,429,4
2020-05-29,TX,1253.1,27
2020-05-29,UT,329,1
2020-05-29,VA,1132,19.9
2020-05-29,VI,0,0
2020-05-29,VT,1,0
2020-05-29,WA,286,4
2020-05-29,WI,574.1,19.1
2020-05-29,WV,37,0
2020-05-29,WY,15,0
2020-05-30,AK,4,0
2020-05-30,AL,327.90000000000003,8
2020-05-30,AR,232.9,1
2020-05-30,AZ,790.1,17.9
2020-05-30,CA,3057,69.8
2020-05-30,CO,482,5.8999999999999995
2020-05-30,CT,257.1,44
2020-05-30,DC,179,2
2020-05-30,DE,185,5
2020-05-30,FL,926.1,33.8
2020-05-30,GA,271,20
2020-05-30,GU,0,0
2020-05-30,HI,2,0
2020-05-30,IA,321,6
2020-05-30,ID,36,0
2020-05-30,IL,1496,59.9
2020-05-30,IN,665,15.1
2020-05-30,KS,21,0
2020-05-30,KY,198.9,7
2020-05-30,LA,775,19
2020-05-30,MA,742,50.1
2020-05-30,MD,1031,43
2020-05-30,ME,56,4
2020-05-30,MI,107.10000000000001,54
2020-05-30,MN,639,30
2020-05-30,MO,137,42.1
2020-05-30,MS,439,13
2020-05-30,MT,12,0
2020-05-30,NC,1026,15
2020-05-30,ND,34,1
2020-05-30,NE,334,0
2020-05-30,NH,55,4
2020-05-30,NJ,888.9,102.9
2020-05-30,NM,131,7
2020-05-30,NV,144,2
2020-05-30,NY,624,45.8
2020-05-30,OH,467,18
2020-05-30,OK,80,5
2020-05-30,OR,52,2
2020-05-30,PA,716,70
2020-05-30,PR,68,0
2020-05-30,RI,0,0
2020-05-30,SC,262.9,4
2020-05-30,SD,90,3
2020-05-30,TN,473.9,4
2020-05-30,TX,1322.8,31.2
2020-05-30,UT,269,3
2020-05-30,VA,1078.1,12.1
2020-05-30,VI,1,0
2020-05-30,VT,2,0
2020-05-30,WA,241,6
2020-05-30,WI,465,18.900000000000002
2020-05-30,WV,17,1
2020-05-30,WY,7,1
2020-05-31,AK,28,0
2020-05-31,AL,593,12.1
2020-05-31,AR,248,0
2020-05-31,AZ,681.1,3.2
2020-05-31,CA,3013.9,27.8
2020-05-31,CO,279.9,2
2020-05-31,CT,173.9,32
2020-05-31,DC,84,4
2020-05-31,DE,77,5
2020-05-31,FL,739,4
2020-05-31,GA,219,44.9
2020-05-31,GU,3,0
2020-05-31,HI,1,0
2020-05-31,IA,284,6
2020-05-31,ID,15,0
2020-05-31,IL,1298,57.9
2020-05-31,IN,365,9
2020-05-31,KS,31,2
2020-05-31,KY,50,0
2020-05-31,LA,339.1,6
2020-05-31,MA,702.9,77
2020-05-31,MD,794.1,27.9
2020-05-31,ME,45,0
2020-05-31,MI,834,33
2020-05-31,MN,657,14
2020-05-31,MO,146.2,1.9
2020-05-31,MS,272,11
2020-05-31,MT,10,0
2020-05-31,NC,925,8
2020-05-31,ND,23,1
2020-05-31,NE,198,1
2020-05-31,NH,104,3
2020-05-31,NJ,937.1,64.1
2020-05-31,NM,65.1,5
2020-05-31,NV,108.9,2
2020-05-31,NY,558,28
2020-05-31,OH,479.9,6
2020-05-31,OK,88.1,0
2020-05-31,OR,58,0
2020-05-31,PA,429,18.1
2020-05-31,PR,57,0
2020-05-31,RI,0,0
2020-05-31,SC,467.1,7
2020-05-31,SD,32,0
2020-05-31,TN,155,0
2020-05-31,TX,1578.2,7
2020-05-31,UT,278,2
2020-05-31,VA,996.1,5
2020-05-31,VI,0,0
2020-05-31,VT,4,0
2020-05-31,WA,196.1,0
2020-05-31,WI,169.1,6
2020-05-31,WV,21,0
2020-05-31,WY,5,0
2020-06-01,AK,7,0
2020-06-01,AL,582.1,15.9
2020-06-01,AR,189.10000000000002,0
2020-06-01,AZ,187,12.2
2020-06-01,CA,2529.2999999999997,45.1
2020-06-01,CO,199,13
2020-06-01,CT,532.9,20.1
2020-06-01,DC,56,2
2020-06-01,DE,103,2
2020-06-01,FL,666.9,9
2020-06-01,GA,893,39
2020-06-01,GU,0,0
2020-06-01,HI,0,0
2020-06-01,IA,166,21
2020-06-01,ID,53,1
2020-06-01,IL,1078.2,31.900000000000002
2020-06-01,IN,254.9,8
2020-06-01,KS,225,1
2020-06-01,KY,213.1,4
2020-06-01,LA,424.9,4
2020-06-01,MA,3797.1,182
2020-06-01,MD,579.2,23.9
2020-06-01,ME,25,0
2020-06-01,MI,1260.2,33.9
2020-06-01,MN,358.9,10.1
2020-06-01,MO,188.89999999999998,1
2020-06-01,MS,251,5
2020-06-01,MT,4,0
2020-06-01,NC,682.2,12
2020-06-01,ND,48,0
2020-06-01,NE,238,5
2020-06-01,NH,34,0
2020-06-01,NJ,480.1,23.1
2020-06-01,NM,111,6
2020-06-01,NV,72.9,1
2020-06-01,NY,479.90000000000003,26.8
2020-06-01,OH,471.2,51
2020-06-01,OK,67,0
2020-06-01,OR,59.900000000000006,1
2020-06-01,PA,516.1,18.9
2020-06-01,PR,95,0
2020-06-01,RI,0,0
2020-06-01,SC,286.9,6
2020-06-01,SD,36,0
2020-06-01,TN,410,1
2020-06-01,TX,1107.4,12.1
2020-06-01,UT,197,0
2020-06-01,VA,791,16.9
2020-06-01,VI,0,0
2020-06-01,VT,2,0
2020-06-01,WA,457.9,7
2020-06-01,WI,141,3
2020-06-01,WV,18,1
2020-06-01,WY,7,1
2020-06-02,AK,21,0
2020-06-02,AL,237,7
2020-06-02,AR,361.1,3
2020-06-02,AZ,1127.1,25.1
2020-06-02,CA,2438.2,73
2020-06-02,CO,211,16.1
2020-06-02,CT,228.1,8.100000000000001
2020-06-02,DC,29,2
2020-06-02,DE,82,5
2020-06-02,FL,614.2,70.1
2020-06-02,GA,256,13
2020-06-02,GU,2,0
2020-06-02,HI,1,0
2020-06-02,IA,231,6
2020-06-02,ID,27,0
2020-06-02,IL,1578,108.9
2020-06-02,IN,445.1,55
2020-06-02,KS,40,15
2020-06-02,KY,137,6
2020-06-02,LA,404.1,34
2020-06-02,MA,379,51.9
2020-06-02,MD,796,36
2020-06-02,ME,28,5
2020-06-02,MI,210.9,35
2020-06-02,MN,305.09999999999997,22.1
2020-06-02,MO,203,11
2020-06-02,MS,268.1,28
2020-06-02,MT,4,0
2020-06-02,NC,684.1,27
2020-06-02,ND,21,4
2020-06-02,NE,269,4
2020-06-02,NH,60,11
2020-06-02,NJ,544.2,49.1
2020-06-02,NM,223.89999999999998,5.1
2020-06-02,NV,157,0
2020-06-02,NY,716,39
2020-06-02,OH,366.1,52.1
2020-06-02,OK,119,5
2020-06-02,OR,35,2.9000000000000004
2020-06-02,PA,581,96
2020-06-02,PR,53,0
2020-06-02,RI,0,0
2020-06-02,SC,267,1
2020-06-02,SD,32,0
2020-06-02,TN,1240,17
2020-06-02,TX,1884.8,37.2
2020-06-02,UT,211.1,0
2020-06-02,VA,840.9,14.9
2020-06-02,VI,0,0
2020-06-02,VT,5,0
2020-06-02,WA,335.9,6
2020-06-02,WI,398,13
2020-06-02,WV,28,2
2020-06-02,WY,2,0
2020-06-03,AK,19,0
2020-06-03,AL,80.1,0
2020-06-03,AR,203,6
2020-06-03,AZ,995,40.1
2020-06-03,CA,2326,61.9
2020-06-03,CO,272.1,20
2020-06-03,CT,115.1,17.1
2020-06-03,DC,130,3
2020-06-03,DE,27,2
2020-06-03,FL,1314.9,36.1
2020-06-03,GA,871.3,22.1
2020-06-03,GU,0,0
2020-06-03,HI,0,0
2020-06-03,IA,359,10
2020-06-03,ID,55,0
2020-06-03,IL,1034.9,98
2020-06-03,IN,479.9,10
2020-06-03,KS,138,0
2020-06-03,KY,197.9,7
2020-06-03,LA,387,35
2020-06-03,MA,441.1,67
2020-06-03,MD,786.1,45.9
2020-06-03,ME,38,1
2020-06-03,MI,387.8,19
2020-06-03,MN,371.2,14.1
2020-06-03,MO,147,4
2020-06-03,MS,302,15
2020-06-03,MT,2,0
2020-06-03,NC,960.7,21
2020-06-03,ND,33,1
2020-06-03,NE,226,1
2020-06-03,NH,46,9
2020-06-03,NJ,615,110
2020-06-03,NM,115.9,8
2020-06-03,NV,91.9,9
2020-06-03,NY,550,32.8
2020-06-03,OH,442.1,41
2020-06-03,OK,113,2
2020-06-03,OR,61,2.1
2020-06-03,PA,555.9,71.9
2020-06-03,PR,86,0
2020-06-03,RI,0,0
2020-06-03,SC,235.9,17
2020-06-03,SD,94,0
2020-06-03,TN,526,8
2020-06-03,TX,1580.1,34.2
2020-06-03,UT,321,4
2020-06-03,VA,666.1,21
2020-06-03,VI,1,0
2020-06-03,VT,2,0
2020-06-03,WA,168.1,6
2020-06-03,WI,673,8
2020-06-03,WV,21,0
2020-06-03,WY,3,0
2020-06-04,AK,26,0
2020-06-04,AL,221,0
2020-06-04,AR,375,9
2020-06-04,AZ,572.9,17
2020-06-04,CA,2509.8,61.8
2020-06-04,CO,300.1,18.1
2020-06-04,CT,155,18
2020-06-04,DC,104,2
2020-06-04,DE,34,10
2020-06-04,FL,1418,40.9
2020-06-04,GA,959,23.9
2020-06-04,GU,2,0
2020-06-04,HI,1,0
2020-06-04,IA,565,16
2020-06-04,ID,64,0
2020-06-04,IL,869.8,106.9
2020-06-04,IN,396.2,24
2020-06-04,KS,51,3
2020-06-04,KY,296,11
2020-06-04,LA,426.09999999999997,13.1
2020-06-04,MA,468,51
2020-06-04,MD,873,39.9
2020-06-04,ME,28,0
2020-06-04,MI,213,25.9
2020-06-04,MN,402,29.099999999999998
2020-06-04,MO,195,5
2020-06-04,MS,238,12
2020-06-04,MT,12,0
2020-06-04,NC,1263,22.1
2020-06-04,ND,27,0
2020-06-04,NE,302,5
2020-06-04,NH,83,8
2020-06-04,NJ,479.9,90.1
2020-06-04,NM,213,8
2020-06-04,NV,168.1,0
2020-06-04,NY,513.9,29
2020-06-04,OH,489.8,40
2020-06-04,OK,102,3
2020-06-04,OR,76,0
2020-06-04,PA,557.1,120
2020-06-04,PR,476,0
2020-06-04,RI,0,0
2020-06-04,SC,353.9,6.9
2020-06-04,SD,84,2
